경기도,의왕시,126.97,37.34
경기도,의정부시,127.04,37.74
경기도,이천시,127.44,37.28
경기도,파주시,126.78,37.76
경기도,평택시,127.11,36.99
경기도,포천시,127.20,37.89
경기도,하남시,127.22,37.54
경기도,화성시,126.83,37.20
경상남도,거제시,128.62,34.88
경상남도,거창군,127.91,35.68
경상남도,고성군,128.32,34.97
경상남도,김해시,128.89,35.23
경상남도,남해군,127.89,34.83
경상남도,밀양시,128.75,35.50
경상남도,사천시,128.07,35.00
경상남도,산청군,127.88,35.41
경상남도,양산시,129.04,35.33
경상남도,의령군,128.26,35.32
경상남도,진주시,128.11,35.18
경상남도,창녕군,128.49,35.54
경상남도,창원시 마산합포구,128.57,35.20
경상남도,창원시 마산회원구,128.58,35.22
경상남도,창원시 성산구,128.70,35.20
경상남도,창원시 의창구,128.64,35.25
경상남도,창원시 진해구,128.71,35.13
경상남도,통영시,128.44,34.85
경상남도,하동군,127.75,35.06
경상남도,함안군,128.41,35.27
경상남도,함양군,127.73,35.52
경상남도,합천군,128.17,35.56
경상북도,경산시,128.74,35.82
경상북도,경주시,129.23,35.85
경상북도,고령군,128.27,35.72
경상북도,구미시,128.35,36.12
경상북도,김천시,128.12,36.14
경상북도,문경시,128.19,36.58
경상북도,봉화군,128.73,36.89
경상북도,상주시,128.16,36.41
경상북도,성주군,128.29,35.92
경상북도,안동시,128.73,36.57
경상북도,영덕군,129.37,36.41
경상북도,영양군,129.11,36.66
경상북도,영주시,128.63,36.80
경상북도,영천시,128.94,35.97
경상북도,예천군,128.46,36.65
경상북도,울릉군,130.90,37.48
경상북도,울진군,129.40,36.99
경상북도,의성군,128.70,36.35
경상북도,청도군,128.74,35.64
경상북도,청송군,129.06,36.43
경상북도,칠곡군,128.40,35.99
경상북도,포항시 남구,129.36,36.01
경상북도,포항시 북구,129.37,36.04
광주광역시,광산구,126.80,35.14
광주광역시,남구,126.91,35.12
광주광역시,동구,126.93,35.14
광주광역시,북구,126.91,35.17
광주광역시,서구,126.89,35.15
대구광역시,군위군,128.58,36.24
대구광역시,남구,128.60,35.84
대구광역시,달서구,128.54,35.83
대구광역시,달성군,128.43,35.77
대구광역시,동구,128.64,35.88
대구광역시,북구,128.59,35.88
대구광역시,서구,128.56,35.87
대구광역시,수성구,128.63,35.86
대구광역시,중구,128.61,35.87
대전광역시,대덕구,127.42,36.34
대전광역시,동구,127.43,36.32
대전광역시,서구,127.39,36.35
대전광역시,유성구,127.36,36.36
대전광역시,중구,127.42,36.32
부산광역시,강서구,128.98,35.21
부산광역시,금정구,129.09,35.24
부산광역시,기장군,129.22,35.24
부산광역시,남구,129.09,35.13
부산광역시,동구,129.06,35.14
부산광역시,동래구,129.09,35.20
부산광역시,부산진구,129.06,35.16
부산광역시,북구,128.99,35.19
부산광역시,사상구,128.99,35.15
부산광역시,사하구,128.98,35.10
부산광역시,서구,129.03,35.09
부산광역시,수영구,129.12,35.14
부산광역시,연제구,129.08,35.17
부산광역시,영도구,129.07,35.09
부산광역시,중구,129.03,35.10
부산광역시,해운대구,129.17,35.16
세종특별자치시,-,127.29,36.48
울산광역시,남구,129.33,35.54
울산광역시,동구,129.42,35.50
울산광역시,북구,129.36,35.58
울산광역시,울주군,129.30,35.53
울산광역시,중구,129.33,35.57
인천광역시,강화군,126.49,37.74
인천광역시,계양구,126.74,37.53
인천광역시,남동구,126.73,37.44
인천광역시,동구,126.65,37.47
인천광역시,미추홀구,126.65,37.46
인천광역시,부평구,126.72,37.50
인천광역시,서구,126.68,37.54
인천광역시,연수구,126.68,37.41
인천광역시,옹진군,126.64,37.44
인천광역시,중구,126.62,37.47
전라남도,강진군,126.77,34.64
전라남도,고흥군,127.29,34.61
전라남도,곡성군,127.29,35.28
전라남도,광양시,127.70,34.94
전라남도,구례군,127.46,35.20
전라남도,나주시,126.71,35.01
전라남도,담양군,126.99,35.32
전라남도,목포시,126.39,34.81
전라남도,무안군,126.48,34.99
전라남도,보성군,127.08,34.77
전라남도,순천시,127.49,34.95
전라남도,신안군,126.38,34.79
전라남도,여수시,127.66,34.76
전라남도,영광군,126.51,35.27
전라남도,영암군,126.70,34.80
전라남도,완도군,126.76,34.31
전라남도,장성군,126.79,35.30
전라남도,장흥군,126.91,34.68
전라남도,진도군,126.27,34.48
전라남도,함평군,126.52,35.06
전라남도,해남군,126.60,34.57
전라남도,화순군,126.99,35.06
전라북도,고창군,126.70,35.43
전라북도,군산시,126.74,35.96
전라북도,김제시,126.88,35.80
전라북도,남원시,127.39,35.41
전라북도,무주군,127.66,36.00
전라북도,부안군,126.74,35.73
전라북도,순창군,127.14,35.37
전라북도,완주군,127.15,35.84
전라북도,익산시,126.96,35.95
전라북도,임실군,127.28,35.61
전라북도,장수군,127.52,35.64
전라북도,전주시 덕진구,127.14,35.83
전라북도,전주시 완산구,127.12,35.81
전라북도,정읍시,126.86,35.57
전라북도,진안군,127.43,35.79
제주특별자치도,서귀포시,126.51,33.25
제주특별자치도,제주시,126.53,33.50
충청남도,계룡시,127.25,36.27
충청남도,공주시,127.12,36.44
충청남도,금산군,127.49,36.11
충청남도,논산시,127.10,36.18
충청남도,당진시,126.63,36.89
충청남도,보령시,126.61,36.33
충청남도,부여군,126.91,36.27
충청남도,서산시,126.45,36.78
충청남도,서천군,126.69,36.08
충청남도,아산시,127.00,36.79
충청남도,예산군,126.85,36.68
충청남도,천안시 동남구,127.15,36.80
충청남도,천안시 서북구,127.16,36.88
충청남도,청양군,126.80,36.46
충청남도,태안군,126.30,36.74
충청남도,홍성군,126.66,36.60
충청북도,괴산군,127.79,36.81
충청북도,단양군,128.37,36.98
충청북도,보은군,127.73,36.49
충청북도,영동군,127.79,36.17
충청북도,옥천군,127.57,36.30
충청북도,음성군,127.69,36.94
충청북도,제천시,128.19,37.13
충청북도,증평군,127.58,36.78
충청북도,진천군,127.44,36.85
충청북도,청주시 상당구,127.51,36.58
충청북도,청주시 서원구,127.48,36.64
충청북도,청주시 청원구,127.49,36.64
충청북도,청주시 흥덕구,127.36,36.62
충청북도,충주시,127.93,36.99
